code,slug,variant,finish-description,body-colour,accent-colours,top-material,dimensions-cm,accessories,source-file,path
PS785-TOP OAK,PS785-TOP-OAK,main,,,,,,,PS785-TOP OAK.jpg,images/PS785-TOP-OAK/main.jpg
PS785-TOP P,PS785-TOP-P,main,,,,,,,PS785-TOP P.jpg,images/PS785-TOP-P/main.jpg
PS786-180,PS786-180,main,,,,,,,PS786-180.jpg,images/PS786-180/main.jpg
PS786-210,PS786-210,main,,,,,,,PS786-210.jpg,images/PS786-210/main.jpg
PS786-240,PS786-240,main,,,,,,,PS786-240.jpg,images/PS786-240/main.jpg
PS787-180,PS787-180,main,,,,,,,PS787-180.jpg,images/PS787-180/main.jpg
PS787-210,PS787-210,main,,,,,,,PS787-210.jpg,images/PS787-210/main.jpg
PS787-240,PS787-240,main,,,,,,,PS787-240.jpg,images/PS787-240/main.jpg
PS788,PS788,main,,,,,,,PS788.jpg,images/PS788/main.jpg
PS788-TOP OAK,PS788-TOP-OAK,main,,,,,,,PS788-TOP OAK.jpg,images/PS788-TOP-OAK/main.jpg
PS788-TOP P,PS788-TOP-P,main,,,,,,,PS788-TOP P.jpg,images/PS788-TOP-P/main.jpg
PS789-180X200,PS789-180X200,main,,,,,,,PS789-180X200.jpg,images/PS789-180X200/main.jpg
PS79-TOP OAK,PS79-TOP-OAK,main,,,,,,,PS79-TOP OAK.jpg,images/PS79-TOP-OAK/main.jpg
PS791BAS,PS791BAS,main,,,,,,,PS791BAS.jpg,images/PS791BAS/main.jpg
PS791SUP,PS791SUP,main,,,,,,,PS791SUP.jpg,images/PS791SUP/main.jpg
PS792,PS792,main,,,,,,,PS792.jpg,images/PS792/main.jpg
PS792-TOP OAK,PS792-TOP-OAK,main,,,,,,,PS792-TOP OAK.jpg,images/PS792-TOP-OAK/main.jpg
PS792-TOP PINE,PS792-TOP-PINE,main,,,,,,,PS792-TOP PINE.jpg,images/PS792-TOP-PINE/main.jpg
PS793BAS,PS793BAS,main,,,,,,,PS793BAS.jpg,images/PS793BAS/main.jpg
PS793SUP,PS793SUP,main,,,,,,,PS793SUP.jpg,images/PS793SUP/main.jpg
PS794,PS794,main,,,,,,,PS794.jpg,images/PS794/main.jpg
PS80,PS80,main,,,,,,,PS80.jpg,images/PS80/main.jpg
PS800,PS800,main,,,,,,,PS800.jpg,images/PS800/main.jpg
PS800-TOP OAK,PS800-TOP-OAK,main,,,,,,,PS800-TOP OAK.jpg,images/PS800-TOP-OAK/main.jpg
PS801,PS801,main,,,,,,,PS801.jpg,images/PS801/main.jpg
PS802,PS802,main,,,,,,,PS802.jpg,images/PS802/main.jpg
PS803,PS803,main,,,,,,,PS803.jpg,images/PS803/main.jpg
PS804,PS804,main,,,,,,,PS804.jpg,images/PS804/main.jpg
PS805,PS805,main,,,,,,,PS805.jpg,images/PS805/main.jpg
PS806,PS806,main,,,,,,,PS806.jpg,images/PS806/main.jpg
PS807,PS807,main,,,,,,,PS807.jpg,images/PS807/main.jpg
PS83,PS83,main,,,,,,,PS83.jpg,images/PS83/main.jpg
PS95,PS95,main,,,,,,,PS95.jpg,images/PS95/main.jpg
